cycle,capacity,IC_C_H,IC_C_P,IC_D_H,IC_D_P
1.0,1.857618827851056,83698.8128584127,4.269987402317141,23903.770131915546,3.3451654254744265
1.0,1.8516524612512522,88854.16323428245,4.18023905663333,22810.93170603367,3.4216074969833516
1.0,1.8597526035567713,91723.36819542981,4.212402359494186,24116.862375616507,3.513544319307456
1.0,1.8532968897033943,89917.65985795924,4.126169296152374,23832.866184474115,3.477520514718733
1.0,1.8558010316949238,85283.85586394144,4.309707619877871,22653.71406383384,3.451176201263236
1.0,1.855179957986013,90639.68689173591,4.237594082409139,23301.246872769905,3.510990079805325
1.0,1.8644393046624617,86495.69768076015,4.163748205912579,21901.18426193468,3.523880795470167
1.0,1.8606792667201877,87786.7929837622,4.136158548292809,21888.960464450065,3.526290575434118
1.0,1.85924710503889,90687.56240812615,4.150852792162395,23095.123750882518,3.4891200105213147
1.0,1.8572994062578871,92136.72716108606,4.225659383104354,23605.093897133782,3.4857012028885994
1.0,1.85756091405367,91076.62893947239,4.084246114820507,22465.20386322171,3.448249043117117
1.0,1.8541152836223613,87075.20007495256,4.332626518603257,21841.759325511728,3.5484078214204358
1.0,1.8502389678756281,86811.46613680516,4.220540283023985,23499.286344848995,3.530511895608312
1.0,1.8594330993252675,86750.36939966178,4.167945876375166,23809.49452105,3.4676777598554795
1.0,1.8517508297751628,83286.92716171702,4.129486841979361,23397.622051676037,3.4909120223567
1.0,1.8590511757484232,86403.7101582005,4.220185782648163,23544.225205470328,3.459459669468414
1.0,1.8581834159654993,85367.7470931617,4.176300501189927,22394.354408334682,3.3977420840986348
1.0,1.858295537569903,86217.64072879106,4.207897955852525,23378.885282939664,3.5120838209052208
1.0,1.8589579791698574,87855.04971962016,4.171231716527057,22739.111542524694,3.3635242527820157
1.0,1.8511143287963487,82450.76790048691,4.122941447706532,23286.454804959438,3.417956967211475
1.0,1.8550833129506652,94025.24414084316,4.176871780502341,23671.988409541056,3.4159979582157862
1.0,1.8557246365160356,84095.94949272848,4.178321535204692,23789.326694047304,3.3607404311281006
1.0,1.8581004250592557,89339.29456331136,4.156856782927999,21179.427302760454,3.4860180040659134
1.0,1.8545214278922237,89316.95992915375,4.208685311542709,24658.54975985519,3.4643324316739275
1.0,1.852687200559045,89081.22358401856,4.2253565856511495,24381.630434415623,3.5391367370275586
1.0,1.85781247426446,94749.54989921176,4.106827859429565,22099.83041649671,3.4164882035437967
1.0,1.8550400670077176,82212.44484569319,4.260286392787579,22576.441885481352,3.3785989260573364
1.0,1.852716601421415,89673.81691774415,4.277364139380315,25109.389646833773,3.683859245346302
1.0,1.8580261128000413,83921.50619278506,4.0274629001301685,23135.704430961916,3.4243994532404187
1.0,1.8549452099425108,85587.7173745737,4.195001025371966,24046.932633391047,3.4919300628104226
1.0,1.8558984138410106,83717.92916306652,4.065944049304232,22274.987159318367,3.477252015734928
1.0,1.8630517002915412,88864.90862677987,4.2895314291446764,22260.161640153037,3.398500654411845
1.0,1.8529039667422387,85088.30929005846,4.385929658059102,21892.49289489644,3.539371910204722
1.0,1.8531348751036048,92402.23332372832,4.239235333328748,22651.307295808645,3.4781584689036698
1.0,1.8540562107600196,90258.99453199845,4.168565823588591,21431.074580218294,3.3920264322886347
1.0,1.8571282355965353,95260.69655455198,4.220307942956576,22694.684016336563,3.5008955479909707
2.0,1.8511498632085217,60150.825090675324,3.939350239030981,25730.599317417335,3.5316414616526073
2.0,1.851998266274746,60043.287885549384,3.874722571909573,22714.00892766228,3.6172329341671814
2.0,1.8526921519803463,58964.128747972914,3.941553894267835,26163.56818778636,3.424085717098632
2.0,1.8430233322471812,61412.020828689245,3.9406468654117313,24375.682751027594,3.4901683839927293
2.0,1.847573796176708,63685.312693640786,3.979190305588822,25166.950226067835,3.358036411105118
2.0,1.84614734977388,56989.64868171574,3.8751718816190728,23311.374463514825,3.4782152342024357
2.0,1.8497093616445925,55552.28431785407,3.9744276132496914,23791.67761588316,3.4786669667491243
2.0,1.8500300881960214,61099.02660281498,4.078237002881217,24193.569491917235,3.4528762078995094
2.0,1.8455006167324817,60219.5880021648,3.986021218293158,23059.95327000065,3.507951871927616
2.0,1.847170018370315,66987.43852460204,4.1210905711206225,23341.740954204408,3.4814885491344483
2.0,1.8409232643064277,57740.882416068016,3.9970658761969533,25851.978535800594,3.45055525183485
2.0,1.8439117132044247,53289.6307235,3.95907208897524,23086.741278938756,3.464536807738115
2.0,1.843089306101626,59217.75955914064,3.8323605096942397,22593.45731072944,3.6507307232577437
2.0,1.841573243211857,56235.344686970995,4.117918450481528,27923.48355347514,3.4195671672296113
2.0,1.8449674338325965,60514.27880818544,4.109321793105925,23178.852947585045,3.48443729495299
2.0,1.8491976890982635,60791.571643258474,3.942112455951906,24218.783713750545,3.405327558491293
2.0,1.8454477566525302,58705.70352064746,3.990437800337016,23704.929420035358,3.53463758911313
2.0,1.8500668596218937,59960.57021198724,3.999937739638281,24446.728289683608,3.50162057524173
2.0,1.8436627854804268,60439.72375057393,3.964265814808045,26933.70062442128,3.611800316995139
2.0,1.8477520480086074,57228.15624962467,3.8836244115707084,25834.044814527428,3.520015595799852
2.0,1.8481002536991795,54308.197353767355,4.045669857338106,24935.90897113869,3.4238486576197653
2.0,1.8445860717979083,60282.7168022535,3.9761622074287875,24025.74197673343,3.4943671442576956
2.0,1.8453967846004662,59952.041696259024,4.088889404142429,21252.92288863055,3.485027497807675
2.0,1.846979049387087,60378.73730479743,3.9424493994225753,22240.313704582084,3.524584940916542
2.0,1.8527057575414094,54935.08383147382,4.040616649085239,23981.4229028932,3.4973199804264836
2.0,1.8424392595764059,58503.20537780228,4.0752696441237575,25092.239672989028,3.622932419437063
2.0,1.8506750253101871,60804.42504881226,4.110532209241177,24917.1017531029,3.559600575846384
2.0,1.845232115933861,59696.14984346593,3.916590982666817,25588.324952787385,3.419095360069567
2.0,1.8492161995125052,58931.01252324535,4.065037985435053,25297.30843598178,3.629118690707839
2.0,1.8490257484517194,54821.50522081667,3.9666754986432426,22953.137121053987,3.4653183390679274
2.0,1.8519076944746673,61394.78722846614,3.916471298116725,23146.107668778073,3.503910470143298
2.0,1.8418349136898673,57501.60076837626,3.996780247545182,25790.363474775622,3.544247626972562
2.0,1.8378663094852725,60403.64544329901,3.977716589775176,24886.498932059407,3.614801535459697
