cycle,capacity,IC_C_H,IC_C_P,IC_D_H,IC_D_P
1,1.8550045207910817,3230186.3901179214,4.192140049729589,26228.797508391468,3.4602060177468172
2,1.8431955317089987,1260501.3998415507,4.107695593756776,27180.93627887868,3.4984155957588694
3,1.8396018424355423,2626319.1021271087,4.0486781153960045,24787.963978078737,3.480203999422528
4,1.8306736044962053,4856942.574938952,4.025267599122193,23973.05810552925,3.453334536422447
5,1.8327002069419656,19450946.425640345,3.942963535655132,25887.224011478287,3.492225484212081
6,1.8285288846046388,15542057.76385882,4.040243150698812,29360.346133472798,3.464912127818864
7,1.8212011895697924,2972113.2426231066,3.9699629387442394,29153.743605466967,3.4883190119010834
8,1.8151700106433282,3984051.009448541,3.9751091859031717,268967.4918330953,3.4701047594110155
9,1.8042980520967649,16585133.077088805,3.9837671719378513,28777.46236016031,3.4581423755059038
10,1.8231002302844226,4147805.0400828235,4.105514584291823,29814.596429882386,3.468137672535263
11,1.8121253520255494,1607505.2071763522,4.101673524559215,24793.615646418348,3.497494304410806
12,1.8046916382117766,422205.6766488396,3.9989331650203064,33097.97973335012,3.484837142939957
13,1.790844349786295,675857.228730542,3.9333963611038105,26382.858132827037,3.5032365953361806
14,1.783470722841926,3378725.826379296,3.9479346030419644,22918.20094013484,3.4671880723676662
15,1.7809386125310702,7685179.9226896595,4.0131204352216,27027.95713749534,3.495229060113958
16,1.771209039672698,438922.2382453412,4.032103220446523,24966.58401036235,3.472653996181549
17,1.7686303996707076,1307006.0689894462,3.9443360421737603,24486.6342048622,3.47415580126607
18,1.7536304801917124,2365572.026650272,4.027208283859513,23712.517244155046,3.4825572737897836
19,1.7462197416415093,3393118.855973946,3.9809183296345307,21393.01006613379,3.475137331580748
20,1.7376647337053737,1258635.395824315,4.009937113620784,23238.677822128204,3.4582299785971786
21,1.7315166735475835,1619788.6024289296,4.001180910509305,22112.033629732035,3.467983135441611
22,1.7085949894470602,19154468.70015222,4.0086157042003325,22217.109403519647,3.4908905954970666
23,1.711469957068211,337418.0849892074,4.000412876217897,21732.09592437636,3.479462192732407
24,1.7075021373272627,212859.06185491307,3.963084268524409,21347.46382286648,3.471070114311089
25,1.7492382064360228,432481.3561433165,4.061902925632026,22316.811190504766,3.4635100112596016
26,1.7327697147429955,14536804.577094587,4.012103229149828,23935.821587407667,3.4729020190291546
27,1.7222313328292376,1252845.840984408,3.953290185429345,28782.560369336818,3.477966343689769
28,1.711846298984729,2174716.4056751067,3.9361693624472633,22636.922105523332,3.447606063884306
29,1.699267835126687,523247.3401611966,3.991183843544447,21530.96581480225,3.4725320853623605
30,1.6940366439243106,135295.34664998634,3.9956340249777322,21351.771377590925,3.492002754189772
31,1.6819027078768087,315702.13760939916,4.01163566234457,20530.36396122855,3.4689585485114867
32,1.6769770618433686,1106943.919987116,3.996539648227367,22180.449807722845,3.469483654075768
33,1.6655229306478936,332890.8265381864,4.128384778552062,19444.20004632736,3.4811849528765144
34,1.6571924575832084,34570754.01083504,3.9863230526567226,23407.114738919627,3.479214270683726
35,1.6482241555294048,411730.41472565616,4.075092125568103,19632.832618725333,3.4595217566951093
36,1.6387701497987262,1080548.3323988505,4.199783055674404,17524.806825348915,3.469786329229879
37,1.6276486907262062,157691.5785485787,3.9672279919453888,56771.57392676889,4.188259618341401
38,1.62215370227252,2698824.005870077,3.9942390550426348,18304.870897770175,3.4599086128391323
39,1.6140066510467586,259621.65859419512,4.024097206541959,17309.71388056294,3.4956980300927634
40,1.6760516154424623,253812.25088239522,4.045418151789027,19200.784415568203,3.478101735812422
41,1.649300642552199,3321535.0813526423,4.022248711252106,20186.593005636372,3.4541472303073877
42,1.63238299185809,166584.58648652319,4.068759649217915,18005.448210643826,3.474649442068504
43,1.6164159719025777,207683.31198075612,4.007213310174191,19223.35966187754,3.4729360960061024
44,1.6109028378249377,6972005.1364995865,4.017000911148239,18096.563469429562,3.421889822515682
45,1.5954638693695657,154300.88909948003,3.9811978508011676,15939.41943883894,3.4517650495499708
46,1.726707440085764,174087.063175033,3.953475596969753,24156.83158764528,3.471223107322457
47,1.7165673917429753,1977.0015237553146,4.235156577182313,25469.468510384726,3.4790864137786826
48,1.6958235570934848,224217.48736160222,3.98468142998095,21757.682990075777,3.4709214361649243
49,1.6777783190792557,1962551.8563363217,3.935964376603564,23323.25259957208,3.4671467224869716
50,1.6606586897774192,3464147.2258148575,3.9863540329453166,23785.398346940583,3.4624999349912424
51,1.6664109274827466,708131.4948168657,4.023215917491192,22011.7936305614,3.4642458157595493
52,1.6468336174407805,1647758.0155488476,3.9602138710707067,23153.362456762366,3.468994703753499
53,1.6257639928779952,23761158.400499813,3.9984833362857097,144770.16309727664,3.474329918978757
54,1.6121577411874595,383811.0658690756,3.961104748550047,18998.71477179756,3.4507397820728434
55,1.6057366823755344,1104019.0364788834,4.160721947715694,19371.313869853922,3.4622572975405594
56,1.673645314879889,416700.429376264,4.103782403413709,24150.655900176847,3.4519168971305962
57,1.6404348572349936,189127.6841186172,3.9652994003211917,22142.219904200203,3.4759799232733286
58,1.6132653317422077,368.92223571471345,4.281303348875029,20598.39458761366,3.4477055570682125
