true,pred_meta_calibrated,pred_chronos_raw_L,last_obs_in_window
1.2201458,1.2313501,1.2305702,1.2324403131260857
1.2233043,1.2320086,1.2319646,1.2201457829511544
1.218695,1.2257881,1.2271338,1.2233042287271825
1.2290661,1.2257881,1.2257881,1.2186949989061528
1.2273858,1.2257881,1.2257881,1.229066090459381
1.2264534,1.2258985,1.2278614,1.227385719583349
1.2242472,1.2273223,1.2285341,1.2264533795268109
1.2271137,1.2261281,1.2257881,1.2242471707233702
1.22666,1.2257881,1.2257881,1.2271136792957051
1.2258602,1.2257881,1.2269633,1.2266599711163255
1.2285846,1.2267083,1.2289028,1.2258601918638186
1.2290407,1.2259136,1.2282466,1.2285846070260407
1.2300814,1.2257881,1.226321,1.2290407006418413
1.2277231,1.2274834,1.228031,1.2300813998332798
1.2224073,1.2278659,1.2288432,1.2277230806146786
1.2254621,1.22758,1.2283444,1.2224072954932321
1.2248639,1.2257881,1.2258216,1.2254620341923612
1.224568,1.2257881,1.2257881,1.2248638471664481
1.2287692,1.2260443,1.2257881,1.2245679707937989
1.2255127,1.2257881,1.2257881,1.228769144753164
1.2264525,1.226657,1.2268118,1.2255127041522034
1.2251955,1.2258576,1.2262336,1.2264524290080836
1.2280099,1.2271954,1.2260567,1.225195486806208
1.2315031,1.2257881,1.2257881,1.22800989964061
1.2250702,1.2261602,1.2257881,1.2315030833818643
1.2261726,1.2294037,1.2277902,1.2250701919866778
1.2251263,1.226215,1.2257881,1.226172528661734
1.2319934,1.2260958,1.2268654,1.2251262268935668
1.2267808,1.2263777,1.2257881,1.2319933956718438
1.2274196,1.2286727,1.2287061,1.2267807326926952
1.2281184,1.2281026,1.2274326,1.2274195726734023
1.2264705,1.2276332,1.227493,1.228118377590351
1.2271607,1.22825,1.2281752,1.2264704248866782
1.2257878,1.2279187,1.2277418,1.2271606477162729
1.2322997,1.2270393,1.2269512,1.2257877148108698
1.2274227,1.2261703,1.2259469,1.2322996454940638
1.2217398,1.2290382,1.229524,1.227422670998869
1.2209026,1.2270427,1.2268366,1.221739729739837
1.2230861,1.2257881,1.2257881,1.2209025238124465
1.2233064,1.2257881,1.2257881,1.2230860755396877
1.2212175,1.2257881,1.2257881,1.2233063765339218
1.2259576,1.2257881,1.2257881,1.2212174745368616
1.2282702,1.2257881,1.2257881,1.2259575926145467
1.2154282,1.2257881,1.2257881,1.2282701315609892
1.2238358,1.2273196,1.2266755,1.2154281939952245
1.2250398,1.2257881,1.2257881,1.2238357880461606
1.224441,1.2257881,1.2257881,1.225039793666614
1.2222073,1.2257881,1.2257881,1.2244410125664962
1.2247628,1.2257881,1.2257881,1.2222072661387764
1.2162616,1.2257881,1.2257881,1.2247627540160488
1.2218554,1.2257881,1.2257881,1.2162615795685
1.2227353,1.2257881,1.2257881,1.2218553639988414
1.2216287,1.2257881,1.2257881,1.2227352427333211
1.2216321,1.2257881,1.2257881,1.2216286195843895
1.2260017,1.2257881,1.2257881,1.221632083493982
1.2193455,1.2257881,1.2257881,1.2260017003393298
1.2240827,1.2257881,1.2257881,1.219345409624443
1.2198241,1.2257881,1.2257881,1.2240826670063434
1.2235628,1.2257881,1.2257881,1.2198240323619987
1.2204336,1.2257881,1.2257881,1.2235627972397891
1.2209649,1.2257881,1.2257881,1.220433552495813
1.220777,1.2257881,1.2257881,1.220964865045506
1.2249863,1.2257881,1.2257881,1.2207769913632345
1.2248645,1.2257881,1.2257881,1.2249862721505902
1.2248051,1.2257881,1.2257881,1.2248644412406526
1.2180028,1.2257881,1.2257881,1.2248050703786153
1.2179241,1.2257881,1.2257881,1.2180027470846597
1.2224973,1.2257881,1.2257881,1.2179240733807781
1.2211257,1.2257881,1.2257881,1.2224973023050152
1.2207582,1.2257881,1.2257881,1.221125676362862
1.2202533,1.2257881,1.2257881,1.2207581546411506
1.2198449,1.2257881,1.2257881,1.2202533103821684
1.2118232,1.2257881,1.2257881,1.2198448980759813
1.2163777,1.2257881,1.2257881,1.2118231872094773
1.21279,1.2257881,1.2257881,1.216377689086868
1.2109274,1.2257881,1.2257881,1.2127899744302735
1.209008,1.2257881,1.2257881,1.2109273233090954
1.2106838,1.2257881,1.2257881,1.209007933531586
1.2085869,1.2257881,1.2257881,1.2106837711644576
1.2095202,1.2257881,1.2257881,1.2085868902938508
1.211622,1.2257881,1.2257881,1.2095201717295132
1.2077765,1.2257881,1.2257881,1.2116219514274063
1.2048496,1.2257881,1.2257881,1.2077764999620912
1.2111027,1.2257881,1.2257881,1.2048495603337543
1.210099,1.2257881,1.2257881,1.2111026757350567
1.2123151,1.2257881,1.2257881,1.210098946238344
1.2134869,1.2257881,1.2257881,1.2123150440923887
1.2099158,1.2257881,1.2257881,1.2134868691701646
1.2098594,1.2257881,1.2257881,1.2099157154744706
1.2103486,1.2257881,1.2257881,1.209859324123059
1.2117267,1.2257881,1.2257881,1.2103485670794707
1.2097564,1.2257881,1.2257881,1.2117266181626356
1.2116861,1.2257881,1.2257881,1.2097563390748087
1.2134584,1.2257881,1.2257881,1.2116860931622857
1.2075284,1.2257881,1.2257881,1.2134583718875551
1.2054763,1.2257881,1.2257881,1.2075283048990553
1.2157573,1.2257881,1.2257881,1.205476244642277
1.212648,1.2257881,1.2257881,1.2157572014292783
1.2107238,1.2257881,1.2257881,1.2126479998350017
1.2118053,1.2257881,1.2257881,1.210723711230206
1.2138141,1.2257881,1.2257881,1.2118052918665172
1.2123593,1.2257881,1.2257881,1.2138141035212082
1.2079977,1.2257881,1.2257881,1.2123592614924097
1.2106756,1.2257881,1.2257881,1.2079976417998144
1.2119223,1.2257881,1.2257881,1.210675545521626
1.2103745,1.2257881,1.2257881,1.211922242228375
1.2116883,1.2257881,1.2257881,1.210374432156374
1.2102784,1.2257881,1.2257881,1.211688231829422
1.2015837,1.2257881,1.2257881,1.2102783566481023
1.2072423,1.2257881,1.2257881,1.201583705941553
1.2069457,1.2257881,1.2257881,1.2072421987621693
1.2070795,1.2257881,1.2257881,1.2069456186400778
1.2064106,1.2257881,1.2257881,1.2070794955469621
1.2003936,1.2257881,1.2257881,1.2064106045511105
1.2059156,1.2257881,1.2257881,1.2003935102614536
