cycle,capacity,IC_C_H,IC_C_P,IC_D_H,IC_D_P
1,2.035337591005598,192559.51349868125,4.1134586992285485,25025.01750551941,3.487327748268678
2,2.0251402460314116,286935.82086085936,3.9808525812665883,25248.24115543034,3.50186384396692
3,2.013326371345464,397674.7373214653,4.201715953442727,26611.372173162676,3.5029118015497214
4,2.0132846655407413,419097.8695388848,4.201715788817144,27649.237199241903,3.5008277660674865
5,2.000528337624771,887704.2834990654,4.002198533463392,28131.14382617959,3.4984766744461266
6,2.0138990759931645,342130.45100238046,4.201364301443306,35060.60872741107,3.490309441314125
7,2.013101105626967,458411.79939017835,4.200769625236397,27514.463871170497,3.483869071550315
8,1.9687898262728398,293198.35592523287,3.9522933430670837,31114.745484714247,3.4981706591213055
9,1.9681661764334244,276653.53531159053,3.9365785585293143,26681.849512087334,3.495424630513298
10,1.9572307917560536,157719.46715428846,3.953422770096387,26927.334710807445,3.492527402642064
11,1.9455991514129352,199703.08593961794,3.994942249815206,23048.666200129308,3.496490978927542
12,1.9347505044841131,146108.72300152024,4.003768302419524,25640.737344899044,3.4907498201621796
13,1.9232799539368028,775124.5959089535,4.201257804637024,24899.687416062563,3.4960093654093005
14,1.911889930948487,97215.16330383623,3.9549513651156554,23966.533069966506,3.5035477061173674
15,1.9010667141979305,423102.29499597795,4.201226374101079,27364.390240090976,3.4935422260688997
16,1.8891989948061458,113445.24111114412,3.9457890694338014,26566.38186062575,3.489232279588191
17,1.878278372248849,582932.715406317,4.20204804894491,24226.62732276922,3.4802086759297044
18,1.8675697161520206,355940.21519445395,3.948149599723566,24499.48494625175,3.508383977477054
19,1.8675892574453767,203643.29513155707,3.945531472127491,22809.620104297017,3.4985510331636616
20,1.979626548250818,31121427.816338185,4.200677922130682,29221.0051929046,3.4932188652978606
21,1.9575499080884022,269936.44676345185,4.201864708060071,27163.22897582102,3.4751152138855557
22,1.9458150170787551,236847.1745428576,4.007372380218248,25311.051383786777,3.5025696320231234
23,1.9242461121680094,680549.5781747259,3.962168337742307,23922.914158525116,3.4833882060261057
24,1.9459811331421641,1413478.5317651602,3.946234839330964,23634.774019297605,3.482588369194793
25,1.901407930553079,178173.02603642762,4.0132968972222445,22582.986892102166,3.488021791760261
26,1.878674213680085,296136.27816390304,3.990047940194615,22575.670590882448,3.494812214157388
27,1.8683061328264219,842056.8587836568,4.201116688021464,21667.563833096778,3.4637426161308604
28,1.8560244070082998,397181.84270030574,4.201693305830966,22982.718118049997,3.5012492049103185
29,1.8451997961855777,736488.140659976,4.200892645176549,24094.715755109057,3.4741659304316235
30,1.857228890885317,220514.9500834905,4.200901872531038,21861.25429604537,3.4934838350561757
31,1.9247760889090635,300618.1168611268,3.8771167079105053,26880.519234163705,3.4588601785044037
32,1.8822317526092551,1033927.1478370596,3.9542079533402346,31774.875253386275,3.489516638643388
33,1.855276687885587,396.01208861398527,4.2822646093222785,32491.393170181895,3.4906194423930996
34,1.8392508917181876,11067750.363773651,3.9710022008444885,25374.75345171931,3.4863372212425476
35,1.8185396073994429,2605317.7952345917,3.9488401322161155,29242.46963036197,3.468083928095425
36,1.8134770059567056,4666627.042810412,3.9878028055351122,28330.772846039734,3.464745495599165
37,1.7971018450305436,950314.6951294339,4.06993303805994,28824.039127330634,3.477800714854088
38,1.7810046294120476,1876184.5181005285,4.166718195838805,23585.668572070383,3.454457319743983
39,1.7710130422682329,3153634.7976102787,4.007590479340656,22514.205282584753,3.45715284108644
40,1.7604712448170943,1833783.2618820255,4.1991881976134255,23027.636953156136,3.455441423934011
41,1.7502913788006587,1378746.1448778028,3.9908466261330315,25682.84944646724,3.4688729129971128
42,1.7394925037732578,2311549.0109810256,4.008349102889362,21669.269180913972,3.4698124688102374
43,1.7546766553637203,13784704.350624865,3.9142997891327393,20486.930690135527,3.4522855205045304
44,1.7659390941842175,1627764.261557771,4.1134407047624215,35118.63652403799,3.4394902289218345
45,1.7337887419624838,2992022.1785458312,4.174330813917989,22752.528951306755,3.4511373220122503
46,1.713325912040734,742629.5233336035,3.9682015205858994,20844.98099342602,3.457264300538366
47,1.7024077813673466,1158536.5589220112,4.0894533421511445,18279.08409627958,3.4523049430580426
48,1.82371946178183,7135126.5500457445,4.167896929505607,26166.547910141955,3.47395887778301
49,1.8081284050314708,12985679.27517698,3.997196910004252,27798.67071329456,3.4721896798691345
50,1.7757610945034283,2628562.6255721417,4.198976633207922,30017.058429538698,3.4438177873943276
51,1.7447409841836798,947998.7965822951,3.9803385644791764,30408.537375120963,3.461394826003301
52,1.729207034132373,12189699.195032617,4.052122622612487,21519.265032728927,3.4546235620971966
53,1.7081086552553244,3776236.6222769916,4.008239296416602,25259.32924679573,3.44725984749451
54,1.6975954237461768,678852.225573203,3.997122475672052,25046.829108246733,3.4494029290782815
55,1.6820634524029463,892715.6976243957,4.048461306393548,21764.863017362015,3.4289467728322798
56,1.6714768322295086,16488541.165709544,3.965962550645816,20969.085403397054,3.437576568184003
57,1.6607591387047655,14762819.2918527,4.199008069401943,18020.868716272875,3.4376983939714734
58,1.651121015038069,3786336.5048524668,3.990033554540216,21965.820618413545,3.446423575271261
59,1.6401349256190927,7769512.897350795,4.110462765610622,20368.986886153038,3.4501871797468784
60,1.6291999416165441,1637435.0878771082,3.982732754700127,18597.254357409274,3.46087130664466
61,1.6088496302961666,60149284.70490547,4.190328823406667,74728.78882009735,3.4235621084591217
62,1.6035244898969248,6075644.437565883,4.19910154522143,16851.700290846908,3.4453108459389465
63,1.5989712144027983,26071825.26836322,4.013711921600325,33021.093969483336,3.460696704210236
64,1.5876273123575604,1117632.87288373,4.002393223821277,15461.735362179797,3.4250973170403225
65,1.5829719744686166,708963.7387280118,4.0004151877024725,17405.322757129157,3.4042362999205555
66,1.567137636713563,3252484.7025278285,4.033403005944248,17277.61251817009,3.409230780526292
67,1.5613446139713882,891717.5173802053,4.163504701805031,16196.030025205266,3.4325126814507816
68,1.5511711892790419,25588688.75541664,4.062102178237471,15920.330320421852,3.3710189407261684
69,1.5406741606295171,2297853.4431479564,4.159260685262122,17162.868889563048,3.3953609317268856
70,1.5253138744624433,2604523.998377423,4.046412068979691,15584.490426624501,3.397029998475941
71,1.5301570318067428,923275.4277992268,4.054931529173662,14163.161405187473,3.3959123059546714
72,1.5246566834474087,424174.6300607683,4.067705444832973,14107.355726729578,3.3584232939174137
73,1.5145492986655427,6654949.085768481,4.16786696832701,14105.481142617815,3.398661477687791
74,1.509391504602082,1687145.3507449534,4.095659320320084,15113.868505121492,3.400682731173201
75,1.5039974333050705,3242180.121647789,4.120579786188034,13238.692759428766,3.3999473242449376
76,1.4935201918040188,953625.0509026104,4.177634117143055,14773.510994478776,3.378539129799864
77,1.4876323024497422,1263966.638450469,4.029838598195324,13964.141926027409,3.404788984664077
78,1.5302876214401704,2965220.110780558,4.038766305603199,15055.241505941218,3.416536283355354
79,1.5040760088360112,12795978.079505451,4.176909558235857,13585.786758082868,3.40549073800858
80,1.4887593608730894,1747253.1442027397,4.111178910272264,14599.72169503615,3.3815243532040395
81,1.4782779285546637,6983546.472809698,4.182746003009304,14015.007387504198,3.4072714889340103
82,1.478459982215684,1117548.11034202,4.198977304967118,13243.267267506802,3.420106610412949
83,1.473214844899973,10643310.156758927,4.151344352131759,14164.682427064823,3.3926082204823493
84,1.4675164935067897,737683.1646499209,4.199378493079229,14473.489344324917,3.3963014838289918
85,1.4516292657521335,3108928.116303928,4.198959728849442,13526.255666780115,3.345109148505115
86,1.4519237720967177,871857.4180720806,4.076595951802796,12736.986334941399,3.365744102160154
87,1.4471484694777745,1751390.369266678,4.0731125184276085,13799.31344811487,3.3406158878438124
88,1.4468538105659885,2300882.840642001,4.198826395173057,13612.784016808484,3.4054651379875853
89,1.4416741930284678,720661.2695369088,4.179151570297045,13083.80592535726,3.342599192145082
90,1.5935866593100128,839739.2481555794,4.198043092689415,14997.608926494315,3.3497637083195224
91,1.5463902376915637,408528.3372844107,4.0101876715461895,15170.335207504855,3.3745713612684183
92,1.51470559175661,3278606.774591336,4.057033322081449,14430.121684355125,3.4138909631489036
93,1.4989786083335404,5169747.530459773,4.188671511008106,14217.309507048094,3.382386300557286
94,1.4831110745410492,15591396.27230974,4.07193812937752,14172.237737436153,3.3736035723927444
95,1.4729664825468278,751664.6404448153,4.073301415592241,15260.120542533112,3.378045558904959
96,1.4627604396099307,5317081.314562215,4.022297545659059,13805.634475389019,3.3871324963200173
97,1.4518364681062514,2581926.6858016285,4.08055287552045,14286.724243569954,3.3539916068889783
