cycle,capacity,IC_C_H,IC_C_P,IC_D_H,IC_D_P
1.0,1.894012442941859,66952.4869453877,4.252433333783661,21770.127050138417,3.3546970278388466
1.0,1.883756011418944,70714.2713201981,4.068914793732236,22766.19399733729,3.5473747120492636
1.0,1.8922956312943051,63977.549736438166,4.260399111451263,22593.52255832425,3.467024638483025
1.0,1.8883563170367013,64217.20530105231,4.145369972967787,21274.761752789276,3.465626548966376
1.0,1.897048439053323,70565.70917602409,4.14311051350541,21668.05878575914,3.4671800917459326
1.0,1.8880415128175951,72915.35505150366,4.087246116681636,22026.1008368744,3.456279768979636
1.0,1.888095745414914,68812.36305074781,4.276663504761534,22935.323992153782,3.4073281443366583
1.0,1.890454636757079,63689.27842814877,4.363500127695606,24991.564504375565,3.557972564561356
1.0,1.8938942220783468,67448.26388821966,4.114523406860051,22674.467825880693,3.6364150135787487
1.0,1.8903255650272854,66092.80192003405,4.117731327403152,23519.74347620247,3.242076931156728
1.0,1.8925398848769215,59365.07408895544,4.247845258175102,20950.63591909606,3.4156315866836007
1.0,1.883801815348856,74134.78451881571,4.125345356445715,25479.561721571834,3.6094109394063363
1.0,1.8957771925879985,63244.414312582056,4.140015552022927,24493.26911997704,3.4983902919046526
1.0,1.8896535110658674,69206.42852509193,4.163306474252716,21233.674941300615,3.4320390326231753
1.0,1.8935225380727123,70984.41650616037,4.146444912610025,22459.529609977228,3.4580668387363263
1.0,1.8881993667810288,67657.14083719198,4.196513238018104,25710.673755750027,3.3877864967659437
1.0,1.8958433207489538,69312.7597352417,3.994213498720774,22815.113210327432,3.4587595305816237
1.0,1.8910461756114352,71574.04028214786,4.28933992231388,24411.722290766207,3.486169539053091
1.0,1.8922773464908451,75080.60297288583,4.038986613387518,24350.972070431697,3.3917416360988786
1.0,1.8852827919342612,70157.33409864196,3.9895593213857126,22476.797663957437,3.5668069706361454
1.0,1.8875958790058476,74121.05414084933,3.9400497298570163,24124.208278709295,3.3752978965602165
1.0,1.8903173468939363,68744.66082717909,4.103061551645506,22632.195257237596,3.3706686111615465
1.0,1.8964038914421257,63828.98274449754,4.024792402287344,22815.640502998413,3.4230153566851396
1.0,1.8942239018599603,66196.5844773282,4.126261898514556,23058.35596743967,3.53900356127675
1.0,1.8890565140801097,62326.01159534903,4.0595427072325325,24230.8636686345,3.495559831833018
1.0,1.8896513599646514,68218.85436789457,4.1044372038070005,23830.08035754809,3.494825048247212
1.0,1.8899975258517345,71131.56007966484,4.223477427924053,21873.210953045593,3.4088361667652043
1.0,1.9001331092231553,70140.02927904988,4.26412444740515,23950.07686128174,3.5032917967885955
1.0,1.882971111889954,63858.38360914881,4.180028333189284,21889.733965807747,3.4611013473634547
1.0,1.8944953175328076,68472.26499907789,4.159269025158107,24518.19520219619,3.574632427487213
1.0,1.890839306248247,72343.14972715254,4.047064188390734,23187.087141337593,3.5106920584960495
1.0,1.8906536568022216,67255.91755298976,4.033976929329589,22886.331714199994,3.359721653619538
1.0,1.8905485926072367,68216.08732189478,4.1878607887096155,21578.652813490524,3.4949916838975135
1.0,1.8932069615527223,67935.9998768121,4.163283662571442,23236.484296768307,3.2908345858751327
1.0,1.8875647162690918,75297.5580618201,4.180499273979663,22237.452803599008,3.496848882287216
1.0,1.893741292604159,73251.67698913167,4.094229508683763,22243.854768013236,3.436836880672386
2.0,1.8784878690767632,46624.09971640481,4.037231189728883,21765.27344772786,3.5014290861075503
2.0,1.8876794825291339,45775.7915712865,4.0492528290466065,20970.92631825293,3.5707801141968925
2.0,1.8848458322474395,45992.67717728909,3.966179149039523,22974.505107194516,3.486536218640412
2.0,1.8859673398587473,45189.38235593198,4.108798184633808,24720.723656184928,3.533273361640946
2.0,1.8782415053646628,46210.39850895295,4.009123410247389,22984.896195937195,3.401058462450358
2.0,1.8794718523997955,48394.88612598065,4.147178572073668,24302.933376121015,3.496554588360267
2.0,1.8764681659278137,48415.38978658772,4.036311678889637,23551.91732989996,3.4746725040190687
2.0,1.8769171112117526,48050.49877544781,3.994797525316669,21825.762886801145,3.444900846837355
2.0,1.875914897869117,49545.7524125526,4.043394793555138,21340.073288280895,3.5632723872030607
2.0,1.8737064963085603,47097.70596543909,4.039480641128864,23464.898120528058,3.4668324074449326
2.0,1.8848648388074736,46511.788576036575,4.08823787196829,24103.345256996,3.435670499400599
2.0,1.8812066089003203,49378.10352250959,3.9220651341261976,22714.124089031,3.466067415757479
2.0,1.8774665893086135,47060.876414058584,3.9822500653438513,23123.439090567455,3.505718328489379
2.0,1.8893283040670614,46789.777740790676,4.0602776457584095,22065.849926952156,3.4163019535159482
2.0,1.886619106862082,48365.9270639763,3.959334122303518,22677.843930734558,3.5782403342970324
2.0,1.8774442255955202,48199.53058619866,4.105845037043956,22416.850299312835,3.544638186823804
2.0,1.8796438351749392,44297.40227986677,4.0019023841794255,21610.104265821545,3.4981387916995077
2.0,1.8785695429872693,48487.859909971055,3.994266128116612,23132.51290368855,3.548949960312282
2.0,1.8771599638647731,51099.17360356327,3.9639753357183465,20983.472354043828,3.57977898282633
2.0,1.8784092050898837,48313.66026165178,3.918560646796136,21826.435436729535,3.4976928162690886
2.0,1.8791605581553152,46843.34018122667,4.02545294004474,23333.926750498485,3.439759653959331
2.0,1.8711305151942599,51058.20715046967,3.969199974345533,21596.210411345004,3.4675429678547367
2.0,1.8756407251459895,47129.17005233873,3.999648262791902,22717.191093529884,3.4673812979653085
2.0,1.871454342744664,44863.59004622064,4.111890216315955,21299.369300616716,3.544052297784558
2.0,1.877953547807956,50032.47969862806,4.030127617481979,20619.941080108565,3.4236806523319387
2.0,1.8750335624495216,50271.997236280884,3.920897575808352,21822.845425303287,3.500154433203054
