cycle,capacity,IC_C_H,IC_C_P,IC_D_H,IC_D_P
1.0,1.8492265505055656,3413845.6853085435,4.022284173713103,28340.744489212095,3.44250279463523
1.0,1.8563718521932586,3401701.7357343985,4.141622034374732,27014.241697129557,3.3893709295111925
1.0,1.8526268038020133,3300870.210782702,4.227065609558869,26702.42158863946,3.5624466483993538
1.0,1.854718282111561,3489908.596202191,4.197197277403892,27019.83709537803,3.5109273851164704
1.0,1.8531307880745045,3264142.8104923107,4.070362542574076,26370.78481302383,3.4650590534402594
1.0,1.8569996011619703,3210190.6908704056,4.341801951068579,24001.405583424857,3.378887699374198
1.0,1.8514541950360761,3223703.794570293,4.126794402484579,24692.30169546622,3.4252937312356804
1.0,1.849540296277262,3288875.284607642,4.2178517780790505,24564.63326382158,3.520480167778794
1.0,1.8500545489596496,3143046.5865994603,4.211068593733963,26314.580844250293,3.3520440201891515
1.0,1.856656754226656,3222507.1234481977,4.3509779128045505,27009.097235691905,3.561979747901144
1.0,1.851507811601274,2975369.845175258,4.3032790083152115,26685.375741929878,3.5867205249198153
1.0,1.8591767124957623,3402714.9220649297,4.23035938568082,25105.46381920419,3.390242406630552
1.0,1.8474858876640328,3145621.1332719014,4.191270229979115,26097.0451181093,3.4613479510321854
1.0,1.8471077486530665,3262142.6234295713,4.320318369523031,25185.04160022432,3.360943371472297
1.0,1.8491652891206631,3127999.955022539,4.160564432478091,26474.076660310777,3.5133409778539226
1.0,1.8514101230349136,3145872.69269969,4.054258077610566,26969.611300214885,3.4327829609869323
1.0,1.8540892896672707,3439497.7774295555,4.20002780518591,28433.98534969666,3.5110682972073937
1.0,1.8533698034288004,3047978.7145794765,4.177759578318722,27550.691431683506,3.3632127655719217
1.0,1.852715203793357,3094088.4095282163,4.155829779767584,26737.366829106188,3.473284920617897
1.0,1.8556311257788567,3003744.400776391,4.251051452630762,27528.27344008482,3.443237611796412
1.0,1.8516638421242655,3361130.1936507337,4.303962780101436,26721.028292544514,3.409768914975832
1.0,1.8510597631781007,3321380.916629784,4.06083372144034,24396.60290818966,3.474756107243226
1.0,1.8608247835292582,3415830.839074757,4.223983829600265,23488.811262780077,3.2901708110245154
1.0,1.854359204394371,3515186.6041052486,4.11734158169192,27359.819743523927,3.4815807584299026
1.0,1.8528756307315906,3163845.9110500636,4.050964391067555,26805.415299252803,3.414881821957033
1.0,1.8581530220266722,3193774.8899275106,4.167294689933126,23456.08136072351,3.480150964448663
1.0,1.8568995377646549,3433499.001451126,4.121302185781469,26576.32839386039,3.487870828505023
1.0,1.8502694039196523,3129060.146805682,4.09263966681545,24782.178505598582,3.4328107736769864
1.0,1.852436077701492,3227419.9686370553,4.244671354143518,27005.448548038123,3.514641676514363
1.0,1.8540190120561686,3147000.9019048004,4.088925440583744,27146.28843442936,3.5277764141163326
1.0,1.8596530954940749,3280945.03141045,4.153007050389502,24804.037815451586,3.367440472120464
1.0,1.8477271747733863,3396230.1339980587,4.224200924443655,29292.485875085906,3.451866899934878
1.0,1.8552169722118028,3288629.2735076128,4.242300604239829,25343.09078701292,3.4573077736866717
1.0,1.857865539160017,3487030.574316151,4.1154213676328775,26484.36223352065,3.4665668964592258
1.0,1.8539780033652746,3393517.2662266013,4.383310804556042,26709.28511412941,3.4061468067189082
1.0,1.8497142803867799,3218298.1123157945,4.2712607525458814,25956.508618184078,3.4781439881761664
1.0,1.8622549339137404,3334879.5721154576,4.19688975237134,24464.859100810183,3.515887768710967
1.0,1.857075300313784,3363532.832675699,4.087096138287631,26187.35129878062,3.500350870201035
1.0,1.8495600916385817,3251548.5360362236,4.28321353298298,25387.153432962517,3.533521021229111
1.0,1.8551065218915663,3245790.6913744695,4.2746531071079685,25333.24341176906,3.370734857740772
1.0,1.8540191377068491,3283174.973606439,4.22147653628755,26642.858066150926,3.408701249059083
1.0,1.8567679748602954,3213218.9044770617,4.320146060877434,27395.125626404202,3.4961360608850844
1.0,1.8543319179547235,3172695.0049913456,4.173147656141201,26589.70129636575,3.5279242439679335
1.0,1.8495641549566821,3149247.1597441174,4.296652524938481,25480.937787957962,3.401646642970233
1.0,1.8589666791994257,3311202.6085214484,4.210660549308588,27028.63637909015,3.4405318043519153
1.0,1.8551321858597496,3245273.9323650273,4.1648546501033685,25794.09024562891,3.399430013328394
2.0,1.8413507147091426,1232830.563046597,3.9542352818662354,27998.86466499644,3.517077753758036
2.0,1.8486627611612485,1177427.9135494144,4.024395621384892,28451.66664884524,3.4137747080383294
2.0,1.8430192879002774,1244997.4950096598,4.233452368205688,27108.029972209806,3.494393760789662
2.0,1.8440007551859834,1206108.9053260616,4.065724501189541,25684.126703854512,3.5436931023591787
2.0,1.8457375110244885,1207142.103479735,4.086423390976873,27395.226983168563,3.4013717219236
2.0,1.8451594777914773,1192976.710552444,3.9685902380943503,27259.748151054457,3.5406874654064455
2.0,1.8465045098003858,1289522.281770828,4.0516225179633985,29692.07091373444,3.5028219860039864
2.0,1.8397776953278857,1321449.2247353978,4.1314889323517505,29942.102696733542,3.606666606629877
2.0,1.84173201299062,1183542.608877119,4.066694327025768,24035.301229196622,3.500891616557761
2.0,1.8468166718968129,1262042.269518286,4.147040949452605,28230.32784115527,3.602946035746988
2.0,1.8438061594149588,1246773.3360781309,4.060803567955236,29358.89335914147,3.4570440690859745
2.0,1.8500228258126767,1239701.3178125718,4.039017695827602,27762.096913391433,3.515608663854695
2.0,1.8370810162402538,1304490.3812149656,3.9564120501185824,29646.111356934205,3.399062117486107
2.0,1.844282810170217,1294684.1053493265,4.186826693864548,25230.09046043459,3.534957233753862
2.0,1.839251632351139,1276296.602524673,3.948587941773412,27893.05562242867,3.589896496476151
2.0,1.842149072374342,1266332.0870548976,4.158463385450051,27642.86795970202,3.3865392440964706
2.0,1.8386962470667751,1235015.1195718462,4.117080260831804,26536.69497661317,3.5052079155121505
2.0,1.8469154399888699,1237731.456427727,4.017069898364594,27858.112591723824,3.584201251027661
2.0,1.8442529781477957,1231064.1470167234,4.093326297279947,26527.703976847195,3.5186709614431853
2.0,1.8354237490693883,1266548.3288243061,4.093297514132525,28404.189205527244,3.3990851926859764
2.0,1.8389588231880087,1282755.4287068816,4.214678422970975,26984.90984092629,3.482216090759245
2.0,1.8403101344840254,1262940.7006320227,4.028435113807158,25376.752128772325,3.5362510396772446
2.0,1.8399838794473453,1302546.92571387,4.102510263122242,28509.449826779273,3.422572115153693
2.0,1.8461308254179138,1261022.3798167221,3.9862044538966765,26202.86508034448,3.450135965084574
2.0,1.8446442317436305,1200347.1540207234,4.006374396631195,26631.491857117777,3.562993132648039
2.0,1.8436540818050604,1242317.0751454432,4.155798453380989,25857.76790102926,3.6235751352495416
2.0,1.849320873298561,1230686.989482467,4.114642201197406,27016.934158127642,3.460903154797522
2.0,1.8465248084706594,1167417.9556218938,4.075933530308547,27852.034062862913,3.606133079053345
2.0,1.8481466637803585,1216041.8689339643,4.041615522556173,26584.20324830317,3.5970500413686346
2.0,1.8446060059292129,1438549.1809415284,4.15774421265146,29439.9408604899,3.4903254049806
2.0,1.840083559861427,1410519.112579773,3.997339271173007,27526.13191242772,3.505245978715597
2.0,1.8409359690464193,1281819.8553581834,4.093526513072984,25970.38870371004,3.4067679595132554
2.0,1.844735992969012,1209691.265663892,4.062926912991178,26028.731666797335,3.440983498282848
2.0,1.842558438511334,1180554.6743643759,4.079833663751155,27927.009229113628,3.539220183892166
2.0,1.8412544901663426,1212733.7689668967,4.20318096811078,27697.487192337077,3.5326249820200157
2.0,1.847730806427168,1324897.5277148548,4.178216291773787,24744.120591311766,3.456764270637119
2.0,1.8381130358423,1344046.7679118675,4.076764692641066,26112.704119990507,3.5185679523725386
2.0,1.8454273301333652,1289077.4557468777,4.107328942933653,28778.958077967352,3.473514781575829
2.0,1.8375723360680607,1234309.922052726,4.070349707573749,28024.47942392067,3.562289203425356
2.0,1.8403345976083134,1124206.7308870647,4.268258704817917,27432.463367880053,3.353499729542776
2.0,1.8371268480259944,1274182.4739327126,4.064657458624699,28855.192876609566,3.4620289145086387
2.0,1.8428925346531306,1222235.5965417018,4.095832967385981,27256.090974432012,3.59178259802666
2.0,1.8442905242077068,1265625.3616371707,4.168675082588163,28959.385847405807,3.405085387002174
2.0,1.840744118868064,1273298.7423718597,4.10748678990534,26344.90875675504,3.3614228750054416
2.0,1.842145478088443,1284089.0321348796,4.22598637636545,27218.38460171574,3.4988839932302898
2.0,1.8403049513888126,1260598.5617631413,4.066772044434099,27948.091849259537,3.530340271500984
3.0,1.8448024315713483,2663401.521812317,4.0923855533397555,23089.284349104346,3.503749661741268
3.0,1.8423222966519974,2641405.7023393484,4.045083629987568,24567.47000686175,3.5947743865769333
3.0,1.8336113351682106,2791300.7499041134,4.081328575194748,24182.104607776917,3.5177165074589225
3.0,1.8411192422681475,2496481.74136707,4.134474588261682,25046.2042574096,3.4259257583087095
3.0,1.8452791400787056,2706367.165382854,4.080543904583863,26081.204252851574,3.482470125748765
3.0,1.8427979780703672,2732289.0845048637,4.004944562284443,24595.64251269451,3.4484227738872364
3.0,1.8447516540838247,2432720.184257934,4.077542550806237,26488.34615157276,3.395826442318937
3.0,1.8398482980774122,2785737.7357379235,4.019877858651397,24972.485964191124,3.46511514143573
3.0,1.8361224018096565,2577175.3384371824,3.996751392807708,22882.231955658273,3.5809399558114157
3.0,1.8412484272327938,2576139.4161663107,4.010251768560597,24264.6922580734,3.4279026496398135
3.0,1.838175871101896,2506969.6148321745,4.105509387052943,22480.886483565133,3.4942621499722697
3.0,1.83635052566106,2745908.321977032,4.034787878445891,25227.302274166286,3.436876910806272
3.0,1.8443841216199102,2463045.924703205,3.9947926986609286,23570.017669562585,3.475492375805197
3.0,1.8399343141091538,2460477.5471986723,3.963249605481128,23412.719868593907,3.378208322396466
3.0,1.837076381328979,2854467.070853408,4.060038569212305,23965.753436212304,3.4615072539615155
3.0,1.8338676108936098,2429526.1655137776,3.9793769524294276,23213.422001640236,3.5398371565383386
3.0,1.846558958247375,2739613.2336900653,3.984530839600626,24798.869645020703,3.5159108794295273
3.0,1.8410664326596808,2822179.700396265,3.9516726144951138,24973.84364319738,3.4765045630628517
3.0,1.8383535735859267,2421646.876509012,3.930547827016245,26386.645587545107,3.539589635410445
3.0,1.8353993619610383,2388900.148721523,4.0509504611822775,24688.955841958752,3.36773398277253
3.0,1.8471663691685243,2789172.2189668287,3.9612555935132434,26413.66861969265,3.496145125942848
3.0,1.8422660243217561,2515647.837460472,4.098826729129188,27541.267797490742,3.5623519119718305
3.0,1.842321195989418,2382951.5572189027,4.117817294684478,25357.295858472622,3.423483385955414
3.0,1.8384101952619425,2614736.1103496887,4.092075730443662,22999.60283512146,3.4838515956380243
3.0,1.845301161248272,2696397.829451808,3.96156572151586,25123.286237794,3.5138276208562917
3.0,1.8319994821054026,2666425.2462161263,4.04991865068769,22842.91794784319,3.6133759324634407
3.0,1.840743868748284,2599247.4051358053,3.9789889814258967,24925.37316615021,3.5093408039708947
3.0,1.8444903022716779,2611058.6346685034,3.93933305475511,24689.803667691514,3.474109397375114
3.0,1.8456383749868592,2664357.6956397803,4.0796673489297985,24107.120642123005,3.5047636462340668
3.0,1.8365103179885578,2647822.9667170737,4.112906492722876,24771.289885816725,3.5569764651255205
3.0,1.8447206080495937,2775521.048227633,4.053654030163386,23631.798394865506,3.410905892541162
3.0,1.841601619289623,2661520.825470424,4.043961463096302,24130.323802445382,3.4810961421010873
3.0,1.8345305081112742,2541771.897940899,4.032272732919236,25656.71262193447,3.5480080801029
3.0,1.8324515337102554,2417641.3639998557,4.106599274626492,24915.51738502729,3.5239325268806523
3.0,1.8373125901774794,2551922.2708334215,3.989001947397481,21469.39115561083,3.402250938684073
3.0,1.8356749608511316,2504616.444166088,3.9698948274431833,23648.99795967627,3.4637506009252306
3.0,1.841626856625367,2248788.367058527,3.972533536616577,23668.261539143925,3.373500968753839
3.0,1.843675438139806,2480396.03777906,4.082076822678245,23805.87679223161,3.5682613805337424
3.0,1.8364753043016129,2505348.4538175035,4.033611425003658,26642.71102596143,3.514192681323354
3.0,1.8371433800033223,2649046.498285513,4.00175660096842,26621.42449732526,3.5341005683652047
3.0,1.8394498487221844,2650770.0333754285,3.996883105588905,24785.76950562684,3.520177629120489
3.0,1.8428562965642616,2569744.136093765,3.874407866214781,25646.353574056895,3.43635332662819
3.0,1.8426913671237075,2425917.263076891,4.074743043377037,24530.88669974983,3.4489343760517537
3.0,1.8449408465898238,2530424.893768141,4.15866895340416,27479.85772496563,3.392347988044531
3.0,1.836245390165143,2604948.7116855113,4.0303293236562405,26156.801763676256,3.5569094066354623
3.0,1.8377941881450064,2523223.053935906,4.021851584354868,25057.393309349623,3.4003106012887625
4.0,1.8260630685765478,4674019.017474143,3.988471150265837,23524.961026531568,3.314697087326098
4.0,1.8291051949640478,4539441.331898747,4.030619065652775,22457.2378756587,3.47568649345807
4.0,1.8300345504299473,5201880.322982826,4.048103236792738,23736.51616845758,3.449436409839489
4.0,1.830855968746135,4711953.239228286,4.0045339691657835,23359.924724220007,3.428384625495631
4.0,1.8289845007424883,4766108.031760911,4.0213218911453374,24632.933481154883,3.516404492879655
4.0,1.8283590768116078,4512496.948006091,4.08782786496949,26554.703992866816,3.4893694165291915
4.0,1.829426644665427,4909523.311066285,4.037245175543458,23919.86636142792,3.3908435454845676
4.0,1.8342682148780358,4662860.815013564,4.10216295256182,24613.11895452833,3.550781389636634
